Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J
TCGA-AR-A2LE-01	4.47E+00	7.99E+00	8.75E-01	1.06E+01	3.38E+00	6.67E-01	5.36E-01	9.55E-01	3.77E+00	1.61E+00
TCGA-AR-A2LH-01	1.01E+00	1.50E+00	4.34E-01	1.70E+00	6.88E-01	3.48E-01	6.04E-01	4.81E-01	9.32E-01	4.09E-01
TCGA-AR-A2LK-01	0.00E+00	6.04E-01	1.10E+00	6.55E-01	7.79E-01	6.84E-01	5.58E-01	9.88E-01	5.61E-01	6.59E-01
TCGA-AR-A2LL-01	3.58E-01	1.71E-01	1.01E+00	6.24E-01	6.81E-01	3.60E-01	6.28E-01	1.19E+00	7.77E-01	7.42E-01
TCGA-AR-A2LM-01	0.00E+00	2.19E-01	2.57E-01	3.26E-01	3.43E-01	3.21E-01	5.21E-01	5.62E-01	3.92E-01	4.47E-01
TCGA-AR-A2LN-01	4.67E-01	1.26E+00	6.35E-01	1.26E+00	4.70E-01	5.66E-01	5.50E-01	5.65E-01	1.05E+00	2.34E-01
TCGA-AR-A2LO-01	3.31E-01	2.94E-01	3.42E-01	4.49E-01	5.01E-01	6.67E-02	4.94E-01	5.51E-01	3.34E-01	6.48E-01
TCGA-AR-A2LQ-01	0.00E+00	0.00E+00	3.80E-01	3.77E-01	4.06E-01	3.34E-01	2.51E-01	5.76E-01	4.19E-01	2.87E-01
TCGA-AR-A2LR-01	2.32E-01	3.62E-01	8.43E-01	1.09E+00	1.08E+00	4.18E-01	1.24E+00	1.55E+00	8.94E-01	1.28E+00
TCGA-AR-A5QM-01	0.00E+00	1.00E-01	1.07E+00	5.73E-01	9.65E-01	4.33E-01	6.66E-01	1.08E+00	9.39E-01	6.40E-01
TCGA-AR-A5QN-01	0.00E+00	5.27E-01	1.01E+00	5.34E-01	8.71E-01	6.19E-01	1.35E-01	8.57E-01	8.03E-01	4.33E-01
TCGA-AR-A5QP-01	0.00E+00	4.59E-01	8.97E-01	3.24E-01	6.69E-01	6.82E-01	3.50E-01	6.84E-01	8.01E-01	5.96E-01
TCGA-AR-A5QQ-01	7.03E-01	5.34E-01	1.05E+00	1.76E+00	1.07E+00	1.63E+00	1.51E+00	9.33E-01	1.01E+00	1.79E+00
TCGA-B6-A0I1-01	2.77E-01	4.96E-01	1.26E+00	8.46E-01	1.18E+00	4.31E-01	1.37E+00	1.30E+00	1.24E+00	1.28E+00
TCGA-B6-A0IH-01	0.00E+00	3.27E-01	9.93E-01	6.25E-01	9.59E-01	6.36E-01	1.71E-01	1.02E+00	1.08E+00	5.62E-01
TCGA-B6-A0RH-01	5.61E-01	5.83E-01	7.98E-01	8.86E-01	6.07E-01	5.42E-01	6.71E-01	8.63E-01	7.72E-01	7.42E-01
TCGA-B6-A0RL-01	4.50E-01	6.81E-01	1.25E+00	8.16E-01	1.34E+00	5.66E-01	6.60E-01	9.00E-01	8.44E-01	4.69E-01
TCGA-B6-A0RM-01	0.00E+00	4.74E-01	9.75E-01	3.20E-01	7.07E-01	7.58E-01	4.56E-01	8.34E-01	6.33E-01	4.87E-01
TCGA-B6-A0RN-01	0.00E+00	2.61E-01	8.84E-01	6.36E-01	6.68E-01	8.77E-01	5.73E-01	5.73E-01	4.54E-01	5.19E-01
TCGA-B6-A0RO-01	2.14E-01	4.03E-01	6.67E-01	8.85E-01	8.70E-01	8.04E-01	9.30E-01	7.86E-01	7.98E-01	8.41E-01
TCGA-B6-A0RP-01	0.00E+00	2.64E-01	7.09E-01	5.10E-01	7.93E-01	4.88E-01	4.24E-01	8.82E-01	9.44E-01	7.93E-01
TCGA-B6-A0RQ-01	2.95E-01	1.18E+00	6.63E-01	1.20E+00	8.69E-01	6.10E-01	3.30E-01	9.39E-01	7.89E-01	6.28E-01
TCGA-B6-A0RT-01	1.04E+00	3.41E-01	6.03E-01	1.13E+00	1.24E+00	5.33E-01	1.16E+00	1.17E+00	8.31E-01	1.46E+00
TCGA-B6-A0RU-01	2.09E-01	7.09E-01	8.40E-01	9.02E-01	1.04E+00	7.45E-01	8.02E-01	7.01E-01	8.57E-01	1.03E+00
TCGA-B6-A0RV-01	1.16E+00	1.44E+00	8.21E-01	1.01E+00	5.52E-01	1.90E-01	3.73E-01	1.04E+00	5.76E-01	4.47E-01
TCGA-B6-A0WS-01	1.61E-01	3.02E-01	3.73E-01	4.16E-01	4.37E-01	5.08E-01	2.99E-01	5.27E-01	3.16E-01	5.24E-01
TCGA-B6-A0WT-01	0.00E+00	3.19E-01	6.24E-01	5.07E-01	4.57E-01	4.84E-01	3.61E-01	4.12E-01	6.74E-01	3.64E-01
TCGA-B6-A0WV-01	2.95E-01	4.66E-01	8.19E-01	5.13E-01	9.74E-01	3.98E-01	8.70E-01	6.74E-01	7.73E-01	5.31E-01
TCGA-B6-A0WW-01	5.41E-01	5.68E-01	6.71E-01	8.49E-01	7.53E-01	4.64E-01	1.16E+00	9.67E-01	7.97E-01	9.71E-01
TCGA-B6-A0WX-01	2.63E-01	0.00E+00	1.06E+00	6.29E-01	7.65E-01	6.89E-01	9.61E-01	9.18E-01	4.18E-01	1.22E+00
TCGA-B6-A0WY-01	3.04E-01	5.25E-01	8.69E-01	4.98E-01	5.49E-01	6.32E-01	5.81E-01	4.04E-01	5.60E-01	4.11E-01
TCGA-B6-A0WZ-01	1.21E+00	1.43E+00	5.21E-01	1.97E+00	1.03E+00	1.36E-01	8.52E-01	7.53E-01	9.69E-01	5.38E-01
TCGA-B6-A0X0-01	1.21E-01	3.54E-01	5.71E-01	6.54E-01	6.98E-01	1.82E-01	4.00E-01	7.12E-01	6.02E-01	7.57E-01
TCGA-B6-A0X1-01	7.36E-01	6.21E-01	6.68E-01	1.04E+00	1.41E+00	9.68E-01	1.59E+00	9.73E-01	1.05E+00	1.30E+00
TCGA-B6-A0X4-01	0.00E+00	4.72E-01	5.65E-01	7.20E-01	6.45E-01	0.00E+00	3.10E-01	7.23E-01	1.13E+00	4.52E-01
TCGA-B6-A0X5-01	4.73E-01	5.64E-01	5.30E-01	1.09E+00	5.60E-01	5.81E-01	8.52E-01	6.25E-01	7.38E-01	1.38E+00
TCGA-B6-A0X7-01	2.18E-01	4.60E-01	7.59E-01	4.40E-01	6.50E-01	1.74E-01	2.34E-01	8.42E-01	5.29E-01	2.94E-01
TCGA-B6-A1KN-01	4.21E-01	3.34E-01	7.40E-01	1.14E+00	1.42E+00	8.57E-01	1.16E+00	1.52E+00	1.12E+00	1.28E+00
TCGA-B6-A2IU-01	1.96E-01	1.02E+00	1.16E+00	9.31E-01	8.01E-01	7.42E-01	5.54E-01	6.41E-01	1.64E+00	4.14E-01
TCGA-B6-A401-01	1.75E-01	0.00E+00	7.15E-01	3.20E-01	6.72E-01	1.33E-01	5.24E-01	7.96E-01	4.46E-01	4.36E-01
TCGA-B6-A409-01	3.26E-01	4.95E-01	9.34E-01	5.32E-01	1.00E+00	5.95E-01	8.43E-01	1.05E+00	1.19E+00	8.99E-01
TCGA-B6-A40B-01	5.37E-01	8.51E-01	7.84E-01	1.08E+00	1.01E+00	6.41E-01	6.25E-01	1.32E+00	1.19E+00	9.31E-01
TCGA-B6-A40C-01	2.25E-01	5.93E-01	1.31E+00	7.86E-01	1.11E+00	5.60E-01	5.72E-01	1.24E+00	6.92E-01	8.03E-01
TCGA-BH-A0AU-01	3.01E-01	2.68E-01	6.99E-01	4.18E-01	4.77E-01	2.24E-01	5.16E-01	5.99E-01	4.14E-01	6.51E-01
TCGA-BH-A0AV-01	5.52E-01	5.71E-01	5.18E-01	1.53E+00	1.84E+00	8.92E-01	1.77E+00	1.04E+00	1.20E+00	1.70E+00
TCGA-BH-A0AY-01	3.80E-01	5.71E-01	8.39E-01	9.47E-01	9.52E-01	3.61E-01	7.26E-01	9.31E-01	8.56E-01	8.67E-01
TCGA-BH-A0AZ-01	9.09E-01	6.39E-01	3.28E-01	1.29E+00	1.51E+00	8.45E-01	1.48E+00	1.28E+00	7.14E-01	1.57E+00
TCGA-BH-A0B0-01	1.08E+00	2.69E+00	7.00E-01	2.95E+00	6.48E-01	0.00E+00	4.24E-01	5.77E-01	1.35E+00	3.51E-01
TCGA-BH-A0B3-01	1.55E-01	3.08E-01	3.92E-01	3.30E-01	3.98E-01	4.63E-02	4.89E-01	4.27E-01	4.85E-01	4.12E-01
TCGA-BH-A0B6-01	1.94E+01	1.66E+01	2.19E+00	2.52E+01	1.71E+01	8.75E-01	1.70E+00	1.75E+00	1.13E+01	2.92E+00
TCGA-BH-A0B7-01	6.09E-01	4.62E-01	8.81E-01	7.62E-01	5.11E-01	3.41E-01	5.60E-01	7.80E-01	8.75E-01	8.34E-01
TCGA-BH-A0B8-01	0.00E+00	6.35E-01	6.63E-01	8.03E-01	1.08E+00	0.00E+00	8.29E-01	7.15E-01	7.02E-01	7.38E-01
TCGA-BH-A0BA-01	2.60E-01	4.07E-01	5.92E-01	4.56E-01	5.58E-01	4.98E-01	5.39E-01	4.20E-01	5.02E-01	5.74E-01
TCGA-BH-A0BC-01	4.25E-01	8.63E-01	1.02E+00	5.68E-01	6.71E-01	1.48E-01	7.74E-01	1.24E+00	7.35E-01	6.66E-01
TCGA-BH-A0BF-01	5.06E-01	1.35E-01	7.89E-01	5.56E-01	6.98E-01	5.10E-01	5.52E-01	6.65E-01	2.97E-01	5.57E-01
TCGA-BH-A0BG-01	3.51E-01	4.02E-01	6.74E-01	4.71E-01	1.00E+00	5.60E-01	1.01E+00	9.71E-01	6.66E-01	1.00E+00
TCGA-BH-A0BJ-01	0.00E+00	1.11E-01	3.22E-01	3.67E-01	4.34E-01	2.23E-01	4.16E-01	7.45E-01	4.92E-01	5.84E-01
TCGA-BH-A0BL-01	3.82E-01	6.67E-02	8.51E-01	1.84E+00	1.28E+00	1.00E-01	1.62E+00	9.74E-01	1.33E+00	1.55E+00
TCGA-BH-A0BM-01	1.67E-01	4.55E-01	4.03E-01	3.84E-01	5.20E-01	1.77E-01	5.40E-01	6.27E-01	6.52E-01	7.40E-01
TCGA-BH-A0BO-01	5.14E-01	1.64E-01	5.46E-01	5.21E-01	5.54E-01	6.75E-01	2.17E-01	5.72E-01	3.72E-01	4.69E-01
TCGA-BH-A0BP-01	1.70E+00	1.70E+00	1.61E+00	1.76E+00	1.75E+00	6.57E-01	1.70E+00	1.88E+00	2.14E+00	1.67E+00
TCGA-BH-A0BQ-01	0.00E+00	2.94E-01	6.75E-01	3.11E-01	7.76E-01	3.37E-01	5.44E-01	7.57E-01	5.84E-01	5.43E-01
TCGA-BH-A0BS-01	0.00E+00	2.25E-01	6.86E-01	5.62E-01	6.40E-01	3.49E-01	5.89E-01	7.69E-01	4.78E-01	5.22E-01
TCGA-BH-A0BT-01	2.93E-01	5.38E-01	8.39E-01	7.54E-01	8.32E-01	5.90E-01	6.70E-01	8.36E-01	7.41E-01	5.64E-01
TCGA-BH-A0BV-01	3.06E-01	3.77E-01	6.92E-01	3.64E-01	4.33E-01	2.33E-01	1.04E-01	6.80E-01	8.62E-01	3.24E-01
TCGA-BH-A0BW-01	8.19E-01	6.61E-01	8.42E-01	1.17E+00	8.59E-01	1.38E+00	1.98E+00	1.62E+00	9.82E-01	1.87E+00
TCGA-BH-A0BZ-01	1.36E+00	8.71E-01	1.51E+00	3.55E+00	3.61E+00	1.23E+00	3.82E+00	3.44E+00	2.52E+00	4.04E+00
TCGA-BH-A0C0-01	2.90E-01	5.07E-01	5.08E-01	7.61E-01	7.55E-01	1.05E+00	1.09E+00	8.68E-01	8.78E-01	1.13E+00
TCGA-BH-A0C1-01	0.00E+00	5.00E-01	1.24E+00	5.08E-01	1.54E+00	4.12E-01	4.86E-01	8.85E-01	7.36E-01	8.20E-01
TCGA-BH-A0C3-01	0.00E+00	0.00E+00	4.98E-01	3.25E-01	3.79E-01	3.80E-01	3.36E-01	6.14E-01	3.97E-01	5.08E-01
TCGA-BH-A0C7-01	2.63E-01	3.34E-01	1.32E+00	9.51E-01	1.01E+00	6.53E-01	5.19E-01	1.39E+00	9.30E-01	7.96E-01
TCGA-BH-A0DD-01	2.85E-01	5.38E-01	9.09E-01	3.15E-01	6.11E-01	3.73E-01	4.75E-01	8.02E-01	5.70E-01	3.37E-01
TCGA-BH-A0DE-01	0.00E+00	4.65E-01	9.50E-01	7.99E-01	8.10E-01	4.03E-01	7.34E-01	8.59E-01	5.68E-01	6.30E-01
TCGA-BH-A0DG-01	5.74E-01	7.04E-01	4.09E-01	7.44E-01	6.63E-01	4.98E-01	6.97E-01	1.10E+00	8.99E-01	5.75E-01
TCGA-BH-A0DH-01	4.84E-01	7.68E-01	1.02E+00	6.50E-01	6.07E-01	5.23E-01	3.71E-01	1.07E+00	1.10E+00	5.52E-01
TCGA-BH-A0DI-01	9.76E-01	7.80E-01	8.71E-01	7.07E-01	8.00E-01	4.88E-01	9.83E-01	7.63E-01	9.16E-01	3.82E-01
TCGA-BH-A0DK-01	6.07E-01	4.03E-01	6.77E-01	7.89E-01	6.97E-01	6.38E-01	1.06E+00	7.92E-01	6.93E-01	1.63E+00
TCGA-BH-A0DL-01	5.48E-01	7.86E-01	9.60E-01	5.78E-01	6.56E-01	9.77E-01	6.16E-01	1.11E+00	8.16E-01	9.92E-01
TCGA-BH-A0DO-01	4.00E-01	3.78E-01	6.96E-01	6.23E-01	6.81E-01	5.40E-01	6.02E-01	5.58E-01	8.17E-01	4.86E-01
TCGA-BH-A0DP-01	0.00E+00	4.54E-01	3.64E-01	4.66E-01	5.57E-01	3.38E-01	5.00E-01	4.44E-01	4.33E-01	4.90E-01
TCGA-BH-A0DQ-01	1.43E-01	2.00E-01	9.66E-01	9.17E-01	8.67E-01	4.78E-01	5.04E-01	8.63E-01	6.99E-01	5.48E-01
TCGA-BH-A0DT-01	0.00E+00	3.23E-01	5.81E-01	1.83E-01	5.09E-01	0.00E+00	2.88E-01	4.20E-01	3.81E-01	3.23E-01
TCGA-BH-A0DV-01	0.00E+00	2.56E-01	0.00E+00	3.49E-01	4.92E-01	4.22E-01	6.56E-01	5.16E-01	2.53E-01	4.94E-01
TCGA-BH-A0DX-01	9.52E-01	1.16E+00	8.66E-01	8.28E-01	7.53E-01	2.32E-01	4.48E-01	1.38E+00	7.12E-01	8.72E-01
TCGA-BH-A0DZ-01	3.58E+00	2.65E+00	5.77E-01	4.01E+00	2.74E+00	3.02E-01	6.32E-01	7.18E-01	1.85E+00	5.16E-01
TCGA-BH-A0E0-01	1.41E-01	2.36E-01	6.96E-01	4.57E-01	2.69E-01	2.40E-01	7.05E-01	8.33E-01	4.04E-01	7.63E-01
TCGA-BH-A0E1-01	3.71E-01	3.57E-01	6.95E-01	4.30E-01	2.02E-01	2.41E-01	3.58E-01	5.11E-01	3.93E-01	2.25E-01
TCGA-BH-A0E9-01	0.00E+00	2.53E-01	6.85E-01	2.27E-01	5.75E-01	4.39E-01	5.48E-01	4.74E-01	6.84E-01	6.12E-01
TCGA-BH-A0EA-01	2.51E-01	3.39E-01	8.24E-01	3.16E-01	1.03E+00	2.60E-01	2.98E-01	8.81E-01	8.09E-01	3.26E-01
TCGA-BH-A0EI-01	0.00E+00	2.30E-01	7.26E-01	4.15E-01	3.94E-01	4.17E-01	2.63E-01	5.60E-01	4.53E-01	5.42E-01
TCGA-BH-A0H3-01	0.00E+00	3.31E-01	7.10E-01	3.59E-01	4.47E-01	0.00E+00	5.09E-01	7.88E-01	3.48E-01	2.80E-01
TCGA-BH-A0H5-01	2.59E+00	2.92E+00	3.71E-01	4.20E+00	2.12E+00	0.00E+00	5.31E-01	8.47E-01	1.74E+00	1.16E+00
TCGA-BH-A0H7-01	4.10E-01	2.62E-01	5.07E-01	2.24E-01	2.77E-01	3.80E-01	2.08E-01	4.08E-01	4.09E-01	2.47E-01
TCGA-BH-A0H9-01	0.00E+00	2.93E-01	2.81E-01	2.73E-01	5.72E-01	5.29E-01	6.75E-01	5.53E-01	4.30E-01	8.07E-01
TCGA-BH-A0HA-01	9.04E-01	1.26E+00	5.13E+00	1.40E+00	6.68E+00	6.46E+00	4.97E-01	3.11E+00	1.76E+00	9.86E-01
TCGA-BH-A0HI-01	2.86E-01	5.36E-01	8.36E-01	6.26E-01	6.04E-01	3.49E-01	3.45E-01	8.22E-01	6.58E-01	6.62E-01
TCGA-BH-A0HK-01	7.45E-01	1.13E+00	8.25E-01	1.58E+00	5.88E-01	0.00E+00	6.90E-01	8.61E-01	8.81E-01	4.56E-01
TCGA-BH-A0HN-01	3.92E-01	5.96E-01	8.98E-01	4.98E-01	7.51E-01	3.99E-01	4.85E-01	7.21E-01	6.18E-01	4.79E-01
TCGA-BH-A0HP-01	5.64E+00	5.81E+00	9.40E-01	8.09E+00	4.84E+00	5.50E-01	5.82E-01	4.86E-01	2.55E+00	7.54E-01
TCGA-BH-A0RX-01	1.85E-01	4.36E-01	1.45E+00	4.09E-01	7.77E-01	5.51E-01	7.38E-01	1.09E+00	9.81E-01	5.07E-01
TCGA-BH-A0W3-01	3.34E-01	2.87E-01	5.38E-01	4.00E-01	4.83E-01	3.01E-01	4.74E-01	6.25E-01	5.07E-01	5.29E-01
TCGA-BH-A0W4-01	3.25E-01	7.58E-01	6.00E-01	7.69E-01	6.62E-01	4.04E-01	6.77E-01	7.70E-01	7.73E-01	5.04E-01
TCGA-BH-A0W5-01	2.02E-01	3.33E-02	7.36E-01	2.83E-01	6.43E-01	4.80E-01	7.30E-01	6.71E-01	5.17E-01	7.76E-01
TCGA-BH-A0W7-01	4.43E+00	2.87E+00	4.94E-01	4.47E+00	3.48E+00	4.83E-01	6.93E-01	1.13E+00	1.62E+00	9.28E-01
TCGA-BH-A0WA-01	5.43E-01	8.99E-01	8.21E-01	1.82E+00	1.68E+00	9.68E-01	1.98E+00	1.72E+00	1.63E+00	1.64E+00
TCGA-BH-A18F-01	4.35E-01	1.53E+00	1.16E+00	1.32E+00	6.47E-01	3.44E-01	4.46E-01	1.25E+00	8.46E-01	8.39E-01
TCGA-BH-A18G-01	8.58E-01	1.01E+00	2.47E+01	3.52E+00	4.28E+01	3.16E+01	2.11E+00	1.15E+01	6.47E+00	2.67E+00
TCGA-BH-A18H-01	5.07E-01	6.95E-01	7.42E-01	6.79E-01	8.80E-01	8.97E-01	5.89E-01	9.46E-01	7.05E-01	6.05E-01
TCGA-BH-A18I-01	3.73E-01	4.59E-01	8.02E-01	4.99E-01	6.68E-01	1.90E-01	2.51E-01	6.91E-01	7.83E-01	3.33E-01
TCGA-BH-A18J-01	1.65E+00	1.36E+00	7.14E-01	1.23E+00	1.06E+00	6.44E-01	9.27E-01	6.18E-01	8.95E-01	7.85E-01
TCGA-BH-A18K-01	7.22E-01	9.97E-01	5.05E-01	6.96E-01	9.97E-01	7.95E-01	1.01E+00	1.20E+00	1.10E+00	1.00E+00
TCGA-BH-A18L-01	5.29E-01	2.68E-01	1.04E+00	1.10E+00	8.20E-01	7.22E-01	1.04E+00	8.51E-01	7.55E-01	9.63E-01
TCGA-BH-A18M-01	2.98E-01	3.34E-01	4.63E-01	4.54E-01	4.26E-01	3.74E-01	3.85E-01	3.70E-01	4.13E-01	2.61E-01
TCGA-BH-A18N-01	2.29E-01	1.00E-01	9.80E-01	4.76E-01	4.67E-01	7.95E-01	6.50E-01	1.24E+00	6.94E-01	6.65E-01
TCGA-BH-A18P-01	6.35E+00	6.48E+00	1.05E+00	9.23E+00	4.53E+00	7.88E-01	8.44E-01	1.57E+00	3.87E+00	7.68E-01
TCGA-BH-A18Q-01	5.87E-01	4.31E-01	4.83E-01	1.70E+00	1.82E+00	6.62E-01	1.65E+00	2.42E+00	1.48E+00	2.30E+00
TCGA-BH-A18R-01	4.61E-01	4.98E-01	2.40E-01	1.02E+00	6.23E-01	4.71E-01	1.28E+00	8.61E-01	8.14E-01	1.06E+00
TCGA-BH-A18S-01	3.47E-01	3.33E-02	4.86E-01	7.52E-01	1.09E+00	8.81E-01	9.81E-01	7.71E-01	6.30E-01	8.34E-01
TCGA-BH-A18T-01	7.85E-01	5.54E-01	8.11E-01	1.39E+00	1.00E+00	1.04E+00	1.95E+00	1.55E+00	1.04E+00	2.01E+00
TCGA-BH-A18U-01	1.26E+00	2.07E+00	1.19E+00	2.10E+00	1.53E+00	1.08E+00	1.43E+00	1.53E+00	1.14E+00	1.30E+00
TCGA-BH-A18V-01	3.33E+00	2.00E+00	2.87E-01	3.88E+00	3.26E+00	1.12E+00	4.31E+00	2.64E+00	2.15E+00	4.06E+00
TCGA-BH-A1EO-01	0.00E+00	4.06E-01	1.30E+00	4.41E-01	6.71E-01	2.56E-01	8.73E-01	1.15E+00	7.54E-01	5.81E-01
TCGA-BH-A1ET-01	0.00E+00	1.69E-01	7.51E-01	4.40E-01	6.67E-01	5.56E-01	6.67E-01	8.22E-01	4.51E-01	6.56E-01
TCGA-BH-A1EU-01	2.08E-01	3.62E-01	5.65E-01	7.45E-01	6.46E-01	5.74E-01	3.89E-01	9.65E-01	5.74E-01	6.52E-01
TCGA-BH-A1EV-01	1.69E+00	1.50E+00	1.00E+00	1.90E+00	1.21E+00	8.23E-01	1.12E+00	9.90E-01	1.31E+00	8.62E-01
TCGA-BH-A1EW-01	0.00E+00	5.16E-01	4.03E-01	6.15E-01	5.84E-01	3.29E-01	2.95E-01	6.34E-01	5.66E-01	3.28E-01
TCGA-BH-A1EX-01	0.00E+00	2.14E-01	8.24E-01	5.11E-01	8.17E-01	5.12E-01	4.62E-01	9.94E-01	6.67E-01	5.81E-01
TCGA-BH-A1EY-01	8.75E-01	5.25E-01	7.05E-01	6.72E-01	6.70E-01	7.62E-01	7.85E-01	6.15E-01	1.00E+00	4.81E-01
TCGA-BH-A1F0-01	1.14E+00	6.56E-01	1.13E+00	1.59E+00	1.77E+00	6.67E-01	1.60E+00	1.44E+00	1.02E+00	1.82E+00
TCGA-BH-A1F2-01	5.01E-01	9.83E-01	1.06E+00	6.58E-01	7.77E-01	5.23E-01	8.17E-01	9.64E-01	6.10E-01	8.09E-01
TCGA-BH-A1F5-01	0.00E+00	5.40E-01	9.85E-01	7.62E-01	8.91E-01	2.70E-01	8.57E-01	1.01E+00	7.89E-01	7.93E-01
TCGA-BH-A1F6-01	4.73E-01	3.75E-01	9.02E-01	9.88E-01	6.76E-01	6.54E-01	1.20E+00	8.76E-01	7.77E-01	8.86E-01
TCGA-BH-A1F8-01	2.07E+00	2.68E+00	1.15E+00	2.77E+00	1.73E+00	4.54E-01	8.67E-01	1.59E+00	1.23E+00	1.39E+00
TCGA-BH-A1FC-01	8.45E-01	8.03E-01	1.15E+00	1.48E+00	1.09E+00	1.02E+00	1.21E+00	1.19E+00	1.31E+00	1.18E+00
TCGA-BH-A1FE-01	2.37E-01	4.40E-01	5.92E-01	5.24E-01	4.85E-01	1.84E-01	3.46E-01	7.60E-01	7.04E-01	6.03E-01
TCGA-BH-A1FG-01	1.24E-01	1.49E-01	5.69E-01	4.23E-01	6.59E-01	3.94E-01	6.31E-01	5.42E-01	4.90E-01	4.30E-01
TCGA-BH-A1FH-01	1.97E-01	6.43E-01	8.93E-01	4.36E-01	5.76E-01	8.42E-02	7.87E-01	8.39E-01	6.87E-01	5.80E-01
TCGA-BH-A1FJ-01	0.00E+00	6.37E-01	1.24E+00	5.93E-01	9.52E-01	0.00E+00	3.28E-01	1.64E+00	8.11E-01	7.04E-01
TCGA-BH-A1FL-01	0.00E+00	2.75E-01	7.03E-01	5.92E-01	6.26E-01	5.39E-01	2.86E-01	6.51E-01	5.07E-01	3.44E-01
TCGA-BH-A1FM-01	7.54E-01	7.31E-01	1.04E+00	9.26E-01	4.95E-01	3.31E-01	6.30E-01	8.41E-01	1.14E+00	7.79E-01
TCGA-BH-A1FN-01	2.27E+00	1.75E+00	6.55E-01	1.50E+00	1.54E+00	5.84E-01	1.50E+00	1.51E+00	1.21E+00	1.94E+00
TCGA-BH-A1FR-01	1.66E-01	2.02E-01	4.03E-01	4.98E-01	3.70E-01	3.06E-01	4.38E-01	3.55E-01	3.88E-01	3.84E-01
TCGA-BH-A1FU-01	7.46E-01	7.19E-01	8.45E-01	1.17E+00	1.22E+00	1.30E+00	1.35E+00	1.17E+00	1.06E+00	1.39E+00
TCGA-BH-A201-01	1.19E-01	3.04E-01	5.54E-01	6.04E-01	4.32E-01	5.83E-01	4.79E-01	3.32E-01	5.41E-01	5.03E-01
TCGA-BH-A202-01	3.33E-02	3.66E-01	5.52E-01	4.13E-01	7.38E-01	2.91E-01	7.02E-01	4.34E-01	5.67E-01	7.60E-01
TCGA-BH-A203-01	5.52E-01	7.93E-01	1.57E+00	1.05E+00	1.52E+00	7.29E-01	7.10E-01	1.76E+00	1.29E+00	1.05E+00
TCGA-BH-A204-01	3.86E-01	5.52E-01	7.79E-01	6.52E-01	9.71E-01	6.10E-01	9.39E-01	1.40E+00	6.96E-01	8.63E-01
TCGA-BH-A208-01	8.08E-01	1.15E+00	1.16E+00	1.27E+00	1.09E+00	4.85E-01	9.35E-01	1.51E+00	9.96E-01	9.97E-01
TCGA-BH-A209-01	2.49E+00	1.66E+00	6.26E-01	1.93E+00	2.21E+00	7.93E-02	2.21E-01	8.51E-01	9.04E-01	4.30E-01
TCGA-BH-A28Q-01	1.76E-01	3.26E-01	6.41E-01	3.09E-01	5.91E-01	0.00E+00	5.63E-01	6.74E-01	3.92E-01	4.11E-01
TCGA-BH-A2L8-01	9.12E+00	8.19E+00	1.04E+00	1.21E+01	7.79E+00	0.00E+00	2.79E-01	1.08E+00	5.53E+00	1.03E+00
TCGA-BH-A42U-01	3.45E-01	8.59E-01	3.13E-01	8.42E-01	3.32E-01	0.00E+00	1.88E-01	6.78E-01	8.64E-01	3.49E-01
TCGA-BH-A42V-01	8.86E-01	1.17E+00	7.63E-01	1.18E+00	6.33E-01	2.43E-01	3.23E-01	4.49E-01	6.23E-01	1.08E-01
TCGA-BH-A5IZ-01	6.68E-01	6.99E-01	8.70E-01	1.32E+00	1.19E+00	9.72E-01	1.84E+00	1.48E+00	1.46E+00	1.83E+00
TCGA-BH-A5J0-01	8.57E-01	2.01E+00	9.82E-01	2.15E+00	7.45E-01	6.89E-01	4.27E-01	9.67E-01	1.49E+00	7.47E-01
TCGA-BH-A6R8-01	2.62E-01	6.46E-01	8.18E-01	5.54E-01	3.38E-01	3.39E-01	5.75E-01	8.72E-01	5.67E-01	4.32E-01
TCGA-BH-A6R9-01	0.00E+00	6.67E-02	5.65E-01	8.03E-01	6.53E-01	4.21E-01	1.02E+00	6.28E-01	4.57E-01	8.13E-01
TCGA-BH-A8FY-01	5.17E-01	6.08E-01	6.49E-01	9.97E-01	1.11E+00	9.06E-01	1.18E+00	1.19E+00	1.08E+00	9.86E-01
TCGA-BH-A8FZ-01	6.28E-01	5.86E-01	8.41E-01	1.61E+00	1.30E+00	1.09E+00	1.77E+00	1.16E+00	9.49E-01	1.84E+00
TCGA-BH-A8G0-01	0.00E+00	2.09E-01	6.21E-01	3.66E-01	3.99E-01	4.99E-01	0.00E+00	5.26E-01	3.12E-01	9.26E-02
TCGA-BH-AB28-01	3.33E-02	5.07E-01	1.00E+00	9.07E-01	8.86E-01	1.15E+00	4.95E-01	8.42E-01	8.21E-01	7.16E-01
TCGA-C8-A12K-01	2.28E+00	1.10E+00	8.59E-01	1.53E+00	1.38E+00	1.01E+00	2.87E+00	2.30E+00	1.51E+00	2.92E+00
TCGA-C8-A12L-01	5.24E-01	5.12E-01	9.16E-01	1.03E+00	1.71E+00	0.00E+00	1.72E+00	1.71E+00	1.20E+00	1.42E+00
TCGA-C8-A12M-01	3.13E-01	0.00E+00	1.49E+00	9.76E-01	1.05E+00	1.19E+00	9.86E-01	1.56E+00	1.70E+00	1.09E+00
