Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
TCGA-BH-A0AU-01	0.00E+00	3.33E-02	3.33E-02	3.33E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.30E-01	1.01E-01	9.51E-02	6.67E-02	8.42E-02
TCGA-BH-A0AV-01	1.26E-01	1.32E-01	1.11E-01	7.93E-02	3.33E-02	3.33E-02	0.00E+00	3.33E-02	1.63E-01	3.33E-02	1.38E-01	1.69E-01	7.35E-02
TCGA-BH-A0AY-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.37E-01	0.00E+00	1.37E-01	0.00E+00	0.00E+00
TCGA-BH-A0AZ-01	7.35E-02	0.00E+00	4.63E-02	7.93E-02	2.33E-01	6.67E-02	0.00E+00	1.00E-01	4.20E-01	9.51E-02	2.13E-01	3.35E-01	1.96E-01
TCGA-BH-A0B3-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.67E-02	0.00E+00	0.00E+00	1.41E-01	6.67E-02	1.19E-01	1.72E-01	7.35E-02
TCGA-BH-A0B6-01	3.33E-02	1.04E-01	6.67E-02	0.00E+00	3.33E-02	1.94E-01	2.00E-01	3.33E-02	1.83E-01	1.35E-01	2.41E-01	2.07E-01	2.81E-01
TCGA-BH-A0B7-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-BH-A0BA-01	0.00E+00	0.00E+00	0.00E+00	7.35E-02	1.39E-01	0.00E+00	0.00E+00	3.33E-02	1.31E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-BH-A0BF-01	0.00E+00	1.00E-01	1.01E-01	0.00E+00	0.00E+00	3.33E-02	1.21E-01	0.00E+00	1.11E-01	2.08E-01	1.97E-01	4.63E-02	1.21E-01
TCGA-BH-A0BG-01	6.67E-02	7.93E-02	7.93E-02	0.00E+00	3.33E-02	9.69E-02	9.69E-02	6.67E-02	1.04E-01	8.42E-02	1.01E-01	1.50E-01	7.93E-02
TCGA-BH-A0BJ-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.33E-02	0.00E+00	3.33E-02	0.00E+00	5.57E-02	5.57E-02	8.21E-02
TCGA-BH-A0BL-01	5.57E-02	1.42E-01	7.93E-02	5.57E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.39E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-BH-A0BM-01	3.33E-02	3.33E-02	7.35E-02	0.00E+00	0.00E+00	1.33E-01	0.00E+00	0.00E+00	4.63E-02	1.04E-01	1.30E-01	7.35E-02	1.04E-01
TCGA-BH-A0BO-01	0.00E+00	0.00E+00	1.26E-01	3.33E-02	0.00E+00	1.69E-01	0.00E+00	0.00E+00	1.33E-01	1.13E-01	1.00E-01	1.18E-01	1.24E-01
TCGA-BH-A0BP-01	4.63E-02	0.00E+00	7.93E-02	6.67E-02	2.00E-01	6.67E-02	1.14E-01	0.00E+00	2.13E-01	1.57E-01	1.82E-01	1.41E-01	2.02E-01
TCGA-BH-A0BS-01	0.00E+00	0.00E+00	0.00E+00	1.50E-01	0.00E+00	0.00E+00	0.00E+00	7.35E-02	3.33E-02	0.00E+00	1.59E-01	0.00E+00	0.00E+00
TCGA-BH-A0BT-01	4.63E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.33E-02	0.00E+00	0.00E+00	8.21E-02	6.92E-02	6.92E-02	7.43E-02	5.57E-02
TCGA-BH-A0BV-01	4.63E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.33E-02	0.00E+00	0.00E+00	8.21E-02	6.92E-02	6.92E-02	7.43E-02	5.57E-02
TCGA-BH-A0BW-01	2.74E-01	2.10E-01	1.11E-01	1.60E-01	9.26E-02	1.14E-01	1.04E-01	2.81E-01	4.05E-01	2.51E-01	3.23E-01	3.54E-01	3.31E-01
TCGA-BH-A0BZ-01	1.48E-01	1.66E-01	2.03E-01	5.57E-02	2.85E-01	2.52E-01	3.33E-02	1.84E-01	7.75E-01	3.83E-01	4.60E-01	6.45E-01	2.39E-01
TCGA-BH-A0C0-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-BH-A0C1-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.59E-01	0.00E+00	0.00E+00	1.04E-01	0.00E+00	7.35E-02	1.56E-01	0.00E+00
TCGA-BH-A0C3-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.33E-02	0.00E+00	3.33E-02	0.00E+00	0.00E+00
TCGA-BH-A0C7-01	0.00E+00	0.00E+00	0.00E+00	1.47E-01	1.66E-01	0.00E+00	0.00E+00	1.18E-01	5.57E-02	0.00E+00	3.33E-02	1.72E-01	0.00E+00
TCGA-BH-A0DE-01	3.33E-02	3.33E-02	4.63E-02	0.00E+00	3.33E-02	1.69E-01	7.93E-02	1.04E-01	2.00E-01	5.57E-02	1.26E-01	2.52E-01	1.21E-01
TCGA-BH-A0DG-01	4.63E-02	0.00E+00	3.33E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.57E-02	6.92E-02	7.43E-02	7.85E-02	7.43E-02
TCGA-BH-A0DH-01	0.00E+00	7.93E-02	7.93E-02	1.00E-01	0.00E+00	1.86E-01	4.63E-02	0.00E+00	7.35E-02	1.93E-01	1.76E-01	4.63E-02	4.63E-02
TCGA-BH-A0DI-01	3.33E-02	6.67E-02	6.67E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.35E-01	7.43E-02	1.04E-01	6.67E-02	1.06E-01
TCGA-BH-A0DK-01	3.33E-02	1.00E-01	7.35E-02	1.33E-01	3.33E-02	0.00E+00	0.00E+00	9.26E-02	7.35E-02	2.11E-01	2.62E-01	1.51E-01	1.24E-01
TCGA-BH-A0DL-01	3.33E-02	4.63E-02	5.57E-02	3.33E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.57E-02	7.85E-02	8.21E-02	5.57E-02	4.63E-02
TCGA-BH-A0DO-01	1.24E-01	1.69E-01	7.35E-02	2.15E-01	7.35E-02	0.00E+00	0.00E+00	1.67E-01	1.33E-01	1.01E-01	1.28E-01	1.69E-01	1.01E-01
TCGA-BH-A0DP-01	3.33E-02	1.00E-01	1.21E-01	6.67E-02	0.00E+00	6.67E-02	0.00E+00	0.00E+00	1.01E-01	1.88E-01	1.59E-01	1.76E-01	1.28E-01
TCGA-BH-A0DQ-01	0.00E+00	3.33E-02	0.00E+00	0.00E+00	6.67E-02	3.33E-02	6.67E-02	1.39E-01	1.43E-01	1.84E-01	1.38E-01	9.20E-02	1.23E-01
TCGA-BH-A0DT-01	7.35E-02	0.00E+00	1.08E-01	3.33E-02	0.00E+00	4.63E-02	0.00E+00	0.00E+00	1.57E-01	1.82E-01	2.00E-01	2.15E-01	1.57E-01
TCGA-BH-A0DV-01	0.00E+00	0.00E+00	6.67E-02	1.52E-01	0.00E+00	7.35E-02	0.00E+00	1.52E-01	1.04E-01	6.31E-02	1.72E-01	1.39E-01	1.17E-01
TCGA-BH-A0E0-01	0.00E+00	0.00E+00	4.63E-02	0.00E+00	0.00E+00	4.63E-02	0.00E+00	0.00E+00	6.92E-02	3.33E-02	8.21E-02	7.85E-02	6.92E-02
TCGA-BH-A0E9-01	3.33E-02	0.00E+00	0.00E+00	1.76E-01	3.33E-02	1.04E-01	1.21E-01	1.48E-01	1.78E-01	1.83E-01	1.33E-01	1.71E-01	2.34E-01
TCGA-BH-A0EA-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.33E-02	0.00E+00	3.33E-02	0.00E+00	0.00E+00
TCGA-BH-A0EI-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.33E-02	0.00E+00	3.33E-02	0.00E+00	5.57E-02	5.57E-02	8.21E-02
TCGA-BH-A0H3-01	0.00E+00	0.00E+00	1.21E-01	4.63E-02	0.00E+00	6.67E-02	9.26E-02	0.00E+00	7.93E-02	1.71E-01	1.84E-01	1.21E-01	1.49E-01
TCGA-BH-A0H7-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.33E-02	0.00E+00	0.00E+00	6.92E-02	5.57E-02	7.43E-02	9.10E-02	5.57E-02
TCGA-BH-A0H9-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-BH-A0HA-01	7.66E-01	5.92E-01	1.21E+00	7.35E-02	0.00E+00	3.51E-01	1.94E+00	0.00E+00	1.18E-01	8.37E-01	8.72E-01	1.82E-01	8.91E-01
TCGA-BH-A0HI-01	3.33E-02	7.35E-02	1.11E-01	9.26E-02	0.00E+00	3.33E-02	6.67E-02	0.00E+00	7.35E-02	1.77E-01	1.92E-01	1.04E-01	1.04E-01
TCGA-BH-A0HN-01	0.00E+00	0.00E+00	0.00E+00	3.33E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.46E-01	3.33E-02	6.67E-02	1.32E-01	7.93E-02
TCGA-BH-A0HP-01	0.00E+00	0.00E+00	7.93E-02	3.33E-02	0.00E+00	1.17E-01	3.33E-02	0.00E+00	6.67E-02	9.51E-02	6.92E-02	7.35E-02	1.17E-01
TCGA-BH-A0RX-01	0.00E+00	0.00E+00	1.17E-01	6.67E-02	0.00E+00	3.33E-02	0.00E+00	0.00E+00	1.71E-01	1.57E-01	1.11E-01	1.01E-01	1.13E-01
TCGA-BH-A0W3-01	0.00E+00	3.33E-02	3.33E-02	0.00E+00	0.00E+00	0.00E+00	6.31E-02	0.00E+00	0.00E+00	3.33E-02	3.33E-02	0.00E+00	0.00E+00
TCGA-BH-A0W4-01	0.00E+00	0.00E+00	0.00E+00	1.51E-01	0.00E+00	6.67E-02	0.00E+00	1.57E-01	6.67E-02	0.00E+00	1.19E-01	0.00E+00	0.00E+00
TCGA-BH-A0W5-01	3.33E-02	3.33E-02	3.33E-02	0.00E+00	1.21E-01	0.00E+00	0.00E+00	0.00E+00	7.35E-02	9.20E-02	1.30E-01	4.63E-02	1.06E-01
TCGA-BH-A0WA-01	0.00E+00	1.18E-01	1.18E-01	1.19E-01	0.00E+00	0.00E+00	0.00E+00	7.93E-02	2.32E-01	1.04E-01	2.33E-01	3.33E-02	1.04E-01
TCGA-BH-A18F-01	6.67E-02	1.01E-01	1.48E-01	1.33E-01	1.00E-01	1.04E-01	0.00E+00	3.33E-02	1.19E-01	2.47E-01	2.14E-01	1.64E-01	1.78E-01
TCGA-BH-A18G-01	2.21E+00	2.02E+00	2.78E+00	4.25E-01	3.51E-01	0.00E+00	5.15E+00	9.24E-01	2.27E-01	2.19E+00	1.43E+00	3.53E-01	3.64E+00
TCGA-BH-A18H-01	0.00E+00	6.67E-02	3.33E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.35E-01	1.12E-01	1.32E-01	4.63E-02	0.00E+00
TCGA-BH-A18I-01	0.00E+00	0.00E+00	0.00E+00	2.09E-01	0.00E+00	1.85E-01	3.33E-02	1.97E-01	1.91E-01	0.00E+00	9.26E-02	9.69E-02	1.64E-01
TCGA-BH-A18J-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-BH-A18K-01	6.67E-02	1.36E-01	3.33E-02	0.00E+00	0.00E+00	1.64E-01	1.21E-01	0.00E+00	1.35E-01	2.90E-01	2.02E-01	1.45E-01	1.71E-01
TCGA-BH-A18L-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.33E-02	0.00E+00	3.33E-02	0.00E+00	5.57E-02	5.57E-02	8.21E-02
TCGA-BH-A18N-01	0.00E+00	6.67E-02	4.63E-02	1.39E-01	1.75E-01	1.26E-01	0.00E+00	1.66E-01	7.93E-02	6.31E-02	7.93E-02	0.00E+00	5.57E-02
TCGA-BH-A18P-01	0.00E+00	6.67E-02	1.39E-01	7.35E-02	0.00E+00	2.16E-01	3.33E-02	1.54E-01	1.41E-01	1.82E-01	1.57E-01	1.49E-01	1.90E-01
TCGA-BH-A18Q-01	0.00E+00	3.33E-02	1.14E-01	3.33E-02	1.79E-01	2.07E-01	0.00E+00	7.35E-02	5.66E-01	2.02E-01	2.84E-01	5.44E-01	7.35E-02
TCGA-BH-A18R-01	0.00E+00	0.00E+00	3.33E-02	1.00E-01	0.00E+00	1.43E-01	6.67E-02	0.00E+00	1.64E-01	7.93E-02	8.84E-02	1.21E-01	5.57E-02
TCGA-BH-A18S-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-BH-A18T-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.88E-01	0.00E+00	1.75E-01	1.59E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-BH-A18U-01	0.00E+00	6.67E-02	0.00E+00	1.66E-01	0.00E+00	1.50E-01	5.57E-02	9.69E-02	2.44E-01	1.68E-01	2.18E-01	6.67E-02	1.40E-01
TCGA-BH-A18V-01	0.00E+00	3.33E-02	1.00E-01	7.35E-02	6.67E-02	1.36E-01	0.00E+00	6.67E-02	3.25E-01	1.56E-01	1.01E-01	2.94E-01	1.35E-01
TCGA-BH-A1EO-01	3.33E-02	1.08E-01	1.24E-01	3.33E-02	0.00E+00	1.59E-01	0.00E+00	3.33E-02	9.20E-02	1.23E-01	1.71E-01	4.63E-02	1.14E-01
TCGA-BH-A1EU-01	3.33E-02	3.33E-02	1.04E-01	0.00E+00	0.00E+00	1.39E-01	0.00E+00	0.00E+00	3.33E-02	9.77E-02	1.40E-01	6.67E-02	6.31E-02
TCGA-BH-A1EV-01	0.00E+00	0.00E+00	6.92E-02	3.33E-02	0.00E+00	3.33E-02	0.00E+00	0.00E+00	4.63E-02	7.85E-02	3.33E-02	6.92E-02	8.21E-02
TCGA-BH-A1EY-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-BH-A1F0-01	0.00E+00	0.00E+00	0.00E+00	4.63E-02	5.57E-02	0.00E+00	0.00E+00	3.33E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-BH-A1F2-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.33E-02	9.26E-02	0.00E+00	1.52E-01	1.15E-01	1.22E-01	1.14E-01	1.57E-01
TCGA-BH-A1F5-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-BH-A1F6-01	0.00E+00	0.00E+00	0.00E+00	6.67E-02	0.00E+00	1.54E-01	0.00E+00	3.33E-02	2.61E-01	9.51E-02	2.01E-01	2.36E-01	1.17E-01
TCGA-BH-A1F8-01	0.00E+00	0.00E+00	1.04E-01	6.67E-02	0.00E+00	0.00E+00	1.33E-01	0.00E+00	1.86E-01	1.08E-01	1.78E-01	1.01E-01	2.60E-01
TCGA-BH-A1FC-01	0.00E+00	0.00E+00	1.21E-01	1.94E-01	0.00E+00	1.91E-01	6.67E-02	6.67E-02	3.33E-02	1.55E-01	1.46E-01	1.51E-01	1.84E-01
TCGA-BH-A1FE-01	9.26E-02	0.00E+00	3.33E-02	3.33E-02	0.00E+00	0.00E+00	0.00E+00	9.26E-02	7.93E-02	1.22E-01	1.42E-01	1.32E-01	1.06E-01
TCGA-BH-A1FG-01	4.63E-02	0.00E+00	6.67E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.64E-01	9.69E-02	1.94E-01	1.63E-01	1.04E-01
TCGA-BH-A1FH-01	0.00E+00	3.33E-02	6.67E-02	6.67E-02	0.00E+00	1.49E-01	3.33E-02	3.33E-02	6.31E-02	2.25E-01	2.21E-01	3.33E-02	8.84E-02
TCGA-BH-A1FJ-01	0.00E+00	0.00E+00	3.33E-02	0.00E+00	0.00E+00	0.00E+00	1.01E-01	0.00E+00	7.35E-02	1.49E-01	1.41E-01	1.19E-01	1.22E-01
TCGA-BH-A1FL-01	0.00E+00	1.18E-01	4.63E-02	6.67E-02	0.00E+00	1.11E-01	3.33E-02	1.66E-01	7.93E-02	1.24E-01	1.17E-01	7.93E-02	1.57E-01
TCGA-BH-A1FM-01	7.35E-02	3.33E-02	3.33E-02	3.33E-02	0.00E+00	3.33E-02	0.00E+00	3.33E-02	9.69E-02	1.33E-01	1.42E-01	1.04E-01	1.13E-01
TCGA-BH-A1FN-01	3.33E-02	4.63E-02	9.69E-02	1.66E-01	2.43E-01	1.00E-01	0.00E+00	6.67E-02	3.29E-01	3.52E-01	2.48E-01	2.70E-01	2.46E-01
TCGA-BH-A201-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.33E-02	0.00E+00	0.00E+00	6.92E-02	5.57E-02	7.43E-02	9.10E-02	5.57E-02
TCGA-BH-A202-01	0.00E+00	3.33E-02	0.00E+00	0.00E+00	0.00E+00	6.67E-02	1.01E-01	3.33E-02	1.52E-01	1.66E-01	1.40E-01	9.26E-02	1.33E-01
TCGA-BH-A203-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	7.35E-02	0.00E+00	1.51E-01	1.06E-01	0.00E+00	7.35E-02	1.49E-01	0.00E+00
TCGA-BH-A204-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.26E-01	1.22E-01	9.51E-02	1.14E-01	8.84E-02
TCGA-BH-A208-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	7.93E-02	3.33E-02	1.31E-01	4.63E-02	1.24E-01	1.04E-01	3.33E-02	0.00E+00
TCGA-BH-A209-01	6.67E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.61E-01	0.00E+00	0.00E+00	1.19E-01	7.93E-02	1.62E-01	1.04E-01	1.80E-01
TCGA-BH-A28Q-01	0.00E+00	3.33E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	7.93E-02	3.33E-02	1.09E-01	6.31E-02	7.93E-02	1.54E-01	1.11E-01
TCGA-BH-A42U-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.33E-02	0.00E+00	3.33E-02	0.00E+00	0.00E+00
TCGA-BH-A42V-01	4.63E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.67E-02	0.00E+00	0.00E+00	1.59E-01	1.28E-01	7.93E-02	1.04E-01	9.26E-02
TCGA-BH-A5IZ-01	6.67E-02	0.00E+00	0.00E+00	6.67E-02	0.00E+00	1.62E-01	3.33E-02	0.00E+00	3.33E-01	2.42E-01	1.57E-01	2.52E-01	9.69E-02
TCGA-BH-A5J0-01	3.33E-02	3.33E-02	1.55E-01	0.00E+00	0.00E+00	8.42E-02	6.67E-02	1.39E-01	2.00E-01	9.20E-02	8.84E-02	1.71E-01	2.22E-01
TCGA-BH-A6R8-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.17E-01	0.00E+00	1.17E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-BH-A6R9-01	0.00E+00	3.33E-02	6.31E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	7.43E-02	6.31E-02	7.43E-02	6.92E-02	6.31E-02
TCGA-BH-A8FY-01	0.00E+00	0.00E+00	0.00E+00	1.71E-01	0.00E+00	0.00E+00	3.33E-02	7.35E-02	1.26E-01	7.35E-02	1.17E-01	1.50E-01	1.41E-01
TCGA-BH-A8FZ-01	0.00E+00	3.33E-02	3.33E-02	1.21E-01	6.67E-02	3.33E-02	7.93E-02	1.17E-01	4.63E-02	7.93E-02	3.33E-02	8.84E-02	7.35E-02
TCGA-BH-AB28-01	3.33E-02	3.33E-02	6.31E-02	3.33E-02	0.00E+00	4.63E-02	2.13E-01	6.67E-02	1.64E-01	2.56E-01	3.42E-01	3.18E-01	3.11E-01
TCGA-C8-A12K-01	0.00E+00	0.00E+00	3.33E-02	3.33E-02	1.42E-01	1.95E-01	3.33E-02	1.59E-01	1.66E-01	1.69E-01	3.35E-01	1.56E-01	4.63E-02
TCGA-C8-A12L-01	0.00E+00	3.33E-02	3.33E-02	3.33E-02	0.00E+00	2.25E-01	1.55E-01	1.62E-01	3.91E-01	2.21E-01	1.84E-01	3.44E-01	1.40E-01
TCGA-C8-A12M-01	3.33E-02	6.67E-02	4.63E-02	4.63E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.14E-01	2.29E-01	2.32E-01	1.38E-01	1.76E-01
TCGA-C8-A12N-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.55E-01	1.62E-01	0.00E+00	0.00E+00	3.33E-02	0.00E+00	1.54E-01	0.00E+00	0.00E+00
TCGA-C8-A12O-01	1.01E-01	1.49E-01	7.93E-02	7.93E-02	6.67E-02	0.00E+00	0.00E+00	3.33E-02	4.63E-02	1.09E-01	1.93E-01	9.26E-02	9.20E-02
TCGA-C8-A12P-01	1.88E-01	0.00E+00	1.57E-01	1.33E-01	1.11E-01	0.00E+00	0.00E+00	0.00E+00	2.56E-01	0.00E+00	2.51E-01	1.64E-01	0.00E+00
TCGA-C8-A12Q-01	7.93E-02	7.35E-02	6.31E-02	0.00E+00	0.00E+00	3.33E-02	0.00E+00	6.67E-02	1.49E-01	2.84E-01	2.42E-01	1.64E-01	1.96E-01
TCGA-C8-A12U-01	1.18E-01	7.35E-02	8.84E-02	6.67E-02	0.00E+00	3.33E-02	0.00E+00	6.67E-02	1.11E-01	2.11E-01	1.64E-01	9.51E-02	1.78E-01
TCGA-C8-A12V-01	0.00E+00	3.33E-02	6.31E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	7.43E-02	6.31E-02	7.43E-02	6.92E-02	6.31E-02
TCGA-C8-A12W-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.36E-01	0.00E+00	0.00E+00	1.36E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-C8-A12X-01	0.00E+00	6.67E-02	3.33E-02	3.33E-02	0.00E+00	0.00E+00	3.33E-02	0.00E+00	3.33E-02	1.33E-01	1.33E-01	8.42E-02	1.38E-01
TCGA-C8-A12Y-01	0.00E+00	0.00E+00	8.42E-02	3.33E-02	0.00E+00	3.33E-02	0.00E+00	0.00E+00	1.32E-01	1.04E-01	6.67E-02	1.55E-01	1.06E-01
TCGA-C8-A12Z-01	0.00E+00	0.00E+00	3.33E-02	3.33E-02	0.00E+00	0.00E+00	6.92E-02	3.33E-02	0.00E+00	7.43E-02	6.92E-02	6.31E-02	7.85E-02
TCGA-C8-A130-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.33E-02	3.33E-02	1.33E-01	1.04E-01	0.00E+00	5.57E-02	1.64E-01	1.48E-01
TCGA-C8-A131-01	1.00E-01	0.00E+00	1.89E-01	7.35E-02	5.57E-02	2.34E-01	1.00E-01	3.33E-02	1.50E-01	7.93E-02	1.41E-01	2.60E-01	2.44E-01
TCGA-C8-A132-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.52E-01	6.67E-02	0.00E+00	1.49E-01	0.00E+00	0.00E+00
TCGA-C8-A133-01	1.36E-01	0.00E+00	0.00E+00	9.69E-02	3.33E-02	6.67E-02	0.00E+00	0.00E+00	6.31E-02	7.35E-02	8.42E-02	9.51E-02	4.63E-02
TCGA-C8-A134-01	0.00E+00	0.00E+00	4.63E-02	0.00E+00	0.00E+00	1.92E-01	6.67E-02	0.00E+00	2.41E-01	1.26E-01	1.91E-01	7.35E-02	1.06E-01
TCGA-C8-A135-01	3.33E-02	1.04E-01	2.33E-01	7.35E-02	1.00E-01	2.30E-01	1.18E-01	6.67E-02	1.08E-01	1.24E-01	2.11E-01	1.77E-01	2.14E-01
TCGA-C8-A137-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.63E-02	0.00E+00	4.63E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-C8-A138-01	6.67E-02	0.00E+00	9.26E-02	0.00E+00	0.00E+00	6.67E-02	3.33E-02	1.39E-01	9.69E-02	6.67E-02	1.90E-01	3.33E-02	4.63E-02
TCGA-C8-A1HE-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.33E-02	0.00E+00	0.00E+00	6.92E-02	5.57E-02	7.43E-02	9.10E-02	5.57E-02
TCGA-C8-A1HF-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.15E-01	0.00E+00	0.00E+00	3.33E-02	0.00E+00	1.18E-01	0.00E+00	0.00E+00
TCGA-C8-A1HG-01	8.42E-02	3.33E-02	1.75E-01	1.21E-01	6.31E-02	3.33E-02	1.18E-01	1.04E-01	1.41E-01	2.00E-01	1.71E-01	3.33E-02	1.62E-01
TCGA-C8-A1HI-01	1.04E-01	0.00E+00	1.21E-01	0.00E+00	3.33E-02	7.35E-02	1.00E-01	1.00E-01	1.33E-01	1.82E-01	1.84E-01	1.64E-01	1.78E-01
TCGA-C8-A1HJ-01	1.33E-01	1.47E-01	9.20E-02	1.73E-01	1.69E-01	3.33E-02	0.00E+00	1.24E-01	2.61E-01	1.55E-01	2.60E-01	3.28E-01	7.35E-02
TCGA-C8-A1HK-01	4.63E-02	6.67E-02	3.33E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.01E-01	1.41E-01	1.96E-01	1.71E-01	1.08E-01
TCGA-C8-A1HL-01	3.33E-02	3.33E-02	3.33E-02	3.33E-02	0.00E+00	0.00E+00	3.33E-02	3.33E-02	6.31E-02	7.43E-02	5.57E-02	6.31E-02	7.85E-02
TCGA-C8-A1HM-01	7.35E-02	3.33E-02	1.00E-01	3.33E-02	0.00E+00	0.00E+00	0.00E+00	6.67E-02	1.62E-01	1.22E-01	1.23E-01	1.35E-01	1.06E-01
TCGA-C8-A1HN-01	1.33E-01	1.39E-01	7.35E-02	6.67E-02	0.00E+00	0.00E+00	0.00E+00	3.33E-02	8.84E-02	1.61E-01	2.77E-01	1.61E-01	1.04E-01
TCGA-C8-A1HO-01	0.00E+00	0.00E+00	1.06E-01	4.63E-02	0.00E+00	6.67E-02	0.00E+00	0.00E+00	1.22E-01	9.51E-02	1.11E-01	1.01E-01	1.33E-01
TCGA-C8-A26V-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.33E-02	0.00E+00	3.33E-02	0.00E+00	0.00E+00
