Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
TCGA-LD-A7W6-01	0.00E+00	6.67E-02	3.33E-02	3.33E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.02E-01	1.21E-01	7.35E-02	4.63E-02
TCGA-LD-A9QF-01	0.00E+00	0.00E+00	0.00E+00	4.63E-02	5.57E-02	0.00E+00	0.00E+00	3.33E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-LL-A50Y-01	1.24E-01	9.77E-02	7.35E-02	1.43E-01	0.00E+00	1.72E-01	1.59E-01	3.33E-02	0.00E+00	1.00E-01	1.59E-01	0.00E+00	3.33E-02
TCGA-LL-A5YL-01	3.33E-02	3.33E-02	4.63E-02	0.00E+00	0.00E+00	3.33E-02	3.33E-02	3.33E-02	6.67E-02	1.04E-01	1.17E-01	1.19E-01	1.47E-01
TCGA-LL-A5YM-01	0.00E+00	6.67E-02	1.04E-01	1.49E-01	0.00E+00	0.00E+00	3.33E-02	1.33E-01	1.25E-01	1.74E-01	1.49E-01	3.23E-01	2.65E-01
TCGA-LL-A5YN-01	1.85E-01	6.67E-02	1.00E-01	3.33E-02	0.00E+00	0.00E+00	3.33E-02	1.33E-01	2.76E-01	2.10E-01	2.90E-01	2.52E-01	3.88E-01
TCGA-LL-A6FP-01	1.89E-01	3.33E-02	8.42E-02	7.93E-02	3.33E-02	0.00E+00	3.33E-02	0.00E+00	2.15E-01	1.33E-01	1.09E-01	1.01E-01	1.64E-01
TCGA-LL-A6FQ-01	6.67E-02	0.00E+00	3.33E-02	0.00E+00	0.00E+00	1.04E-01	0.00E+00	1.60E-01	1.37E-01	1.64E-01	1.95E-01	1.06E-01	1.49E-01
TCGA-LL-A6FR-01	7.93E-02	7.35E-02	2.00E-01	1.21E-01	2.11E-01	6.67E-02	6.67E-02	3.33E-02	2.91E-01	1.60E-01	2.21E-01	7.35E-02	1.71E-01
TCGA-LL-A73Y-01	3.33E-02	7.93E-02	6.67E-02	3.33E-02	0.00E+00	1.22E-01	1.00E-01	0.00E+00	7.93E-02	1.66E-01	1.01E-01	1.19E-01	1.37E-01
TCGA-LL-A73Z-01	0.00E+00	5.57E-02	7.35E-02	0.00E+00	6.67E-02	1.68E-01	2.68E-01	3.33E-02	7.35E-02	3.41E-01	2.80E-01	1.84E-01	2.34E-01
TCGA-LL-A740-01	1.38E-01	1.84E-01	1.21E-01	1.11E-01	3.33E-02	1.18E-01	6.67E-02	3.33E-02	2.69E-01	1.41E-01	2.97E-01	1.90E-01	1.90E-01
TCGA-LL-A7T0-01	1.11E-01	1.46E-01	8.42E-02	4.63E-02	7.93E-02	7.35E-02	6.67E-02	0.00E+00	1.19E-01	3.33E-02	9.20E-02	1.06E-01	1.33E-01
TCGA-LL-A8F5-01	1.78E-01	1.84E-01	2.08E-01	1.54E-01	2.19E-01	1.44E-01	0.00E+00	1.04E-01	4.11E-01	1.83E-01	2.95E-01	4.70E-01	1.71E-01
TCGA-LL-A9Q3-01	0.00E+00	0.00E+00	6.67E-02	1.28E-01	0.00E+00	0.00E+00	3.33E-02	7.93E-02	1.77E-01	5.57E-02	3.24E-01	1.04E-01	2.63E-01
TCGA-OK-A5Q2-01	0.00E+00	0.00E+00	6.92E-02	3.33E-02	0.00E+00	3.33E-02	0.00E+00	0.00E+00	4.63E-02	7.85E-02	3.33E-02	6.92E-02	8.21E-02
TCGA-OL-A5D6-01	4.63E-02	9.69E-02	1.11E-01	0.00E+00	0.00E+00	1.55E-01	3.33E-02	3.33E-02	1.08E-01	1.33E-01	1.95E-01	8.42E-02	1.48E-01
TCGA-OL-A5D7-01	0.00E+00	0.00E+00	1.04E-01	0.00E+00	0.00E+00	3.33E-02	1.00E-01	1.57E-01	2.02E-01	1.21E-01	1.17E-01	2.22E-01	1.51E-01
TCGA-OL-A5D8-01	7.35E-02	1.04E-01	3.33E-02	3.33E-02	0.00E+00	1.75E-01	1.84E-01	0.00E+00	1.41E-01	1.56E-01	2.95E-01	2.12E-01	1.66E-01
TCGA-OL-A5RU-01	2.28E-01	1.09E-01	4.63E-02	6.31E-02	3.33E-02	1.76E-01	0.00E+00	6.67E-02	0.00E+00	1.71E-01	1.49E-01	4.63E-02	7.35E-02
TCGA-OL-A5RW-01	7.35E-02	3.33E-02	1.01E-01	0.00E+00	0.00E+00	2.50E-01	0.00E+00	1.66E-01	1.88E-01	1.38E-01	2.47E-01	1.28E-01	1.28E-01
TCGA-OL-A5RX-01	0.00E+00	0.00E+00	0.00E+00	1.36E-01	0.00E+00	0.00E+00	0.00E+00	1.36E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-OL-A5RY-01	0.00E+00	0.00E+00	0.00E+00	5.57E-02	0.00E+00	0.00E+00	0.00E+00	5.57E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-OL-A5RZ-01	0.00E+00	0.00E+00	0.00E+00	1.64E-01	0.00E+00	2.17E-01	3.33E-02	3.33E-02	1.78E-01	1.06E-01	1.83E-01	1.63E-01	3.14E-01
TCGA-OL-A5S0-01	1.90E-01	2.19E-01	1.71E-01	7.93E-02	3.33E-02	1.69E-01	6.67E-02	7.35E-02	2.27E-01	1.21E-01	1.48E-01	2.75E-01	2.64E-01
TCGA-OL-A66H-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.39E-01	3.33E-02	0.00E+00	6.67E-02	0.00E+00	1.36E-01	3.33E-02	1.30E-01
TCGA-OL-A66I-01	8.42E-02	3.33E-02	1.87E-01	3.33E-02	3.33E-02	0.00E+00	2.32E-01	9.69E-02	7.35E-02	7.35E-02	1.92E-01	1.09E-01	7.35E-02
TCGA-OL-A66J-01	0.00E+00	0.00E+00	0.00E+00	1.51E-01	1.39E-01	0.00E+00	0.00E+00	7.93E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-OL-A66K-01	3.33E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.33E-02	0.00E+00	1.49E-01	5.57E-02	2.15E-01	1.80E-01	1.64E-01
TCGA-OL-A66L-01	0.00E+00	0.00E+00	1.17E-01	6.67E-02	0.00E+00	1.48E-01	0.00E+00	0.00E+00	9.26E-02	9.69E-02	0.00E+00	6.31E-02	8.84E-02
TCGA-OL-A66N-01	6.31E-02	1.33E-01	1.40E-01	1.33E-01	1.18E-01	3.33E-02	0.00E+00	0.00E+00	1.48E-01	1.14E-01	0.00E+00	7.93E-02	7.43E-02
TCGA-OL-A66O-01	5.57E-02	1.33E-01	1.46E-01	7.35E-02	1.33E-01	6.67E-02	1.00E-01	0.00E+00	1.84E-01	1.06E-01	1.24E-01	2.04E-01	1.93E-01
TCGA-OL-A66P-01	7.35E-02	2.09E-01	2.41E-01	1.26E-01	9.69E-02	1.76E-01	9.26E-02	2.51E-01	3.38E-01	3.53E-01	5.40E-01	3.01E-01	3.93E-01
TCGA-OL-A6VO-01	1.50E-01	0.00E+00	0.00E+00	5.57E-02	0.00E+00	0.00E+00	6.67E-02	0.00E+00	6.67E-02	0.00E+00	9.69E-02	1.21E-01	2.13E-01
TCGA-OL-A6VQ-01	1.39E-01	3.33E-02	3.33E-02	1.00E-01	7.35E-02	1.48E-01	3.33E-02	1.59E-01	4.63E-02	1.14E-01	1.66E-01	1.49E-01	1.96E-01
TCGA-OL-A6VR-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-OL-A97C-01	6.31E-02	3.78E-01	3.41E-01	2.33E-01	3.33E-02	3.33E-02	4.65E-01	0.00E+00	3.89E-01	5.14E-01	7.25E-01	2.68E-01	2.51E-01
TCGA-PE-A5DC-01	2.08E-01	1.70E-01	2.06E-01	4.63E-02	8.42E-02	6.67E-02	6.67E-02	3.33E-02	4.42E-01	2.00E-01	2.77E-01	3.35E-01	1.93E-01
TCGA-PE-A5DD-01	0.00E+00	7.35E-02	3.33E-02	0.00E+00	0.00E+00	7.35E-02	1.98E-01	0.00E+00	1.67E-01	2.95E-01	2.32E-01	1.04E-01	8.84E-02
TCGA-PE-A5DE-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-PL-A8LV-01	6.67E-02	1.21E-01	4.63E-02	6.67E-02	1.76E-01	2.30E-01	6.67E-02	7.35E-02	1.84E-01	2.07E-01	2.78E-01	2.06E-01	1.41E-01
TCGA-PL-A8LX-01	0.00E+00	0.00E+00	9.26E-02	7.35E-02	0.00E+00	3.33E-02	3.33E-02	0.00E+00	7.93E-02	1.63E-01	1.96E-01	1.04E-01	2.33E-01
TCGA-PL-A8LZ-01	0.00E+00	0.00E+00	0.00E+00	7.35E-02	1.75E-01	0.00E+00	0.00E+00	0.00E+00	1.85E-01	0.00E+00	1.79E-01	1.51E-01	0.00E+00
TCGA-S3-A6ZF-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.67E-02	7.35E-02	0.00E+00	2.04E-01	1.50E-01	1.21E-01	1.40E-01	1.62E-01
TCGA-S3-A6ZG-01	1.78E-01	6.67E-02	1.67E-01	1.57E-01	6.67E-02	3.33E-02	6.67E-02	7.35E-02	1.11E-01	1.71E-01	1.71E-01	1.40E-01	1.97E-01
TCGA-S3-A6ZH-01	1.18E-01	0.00E+00	1.42E-01	9.69E-02	3.33E-02	0.00E+00	2.14E-01	3.33E-02	1.99E-01	9.20E-02	7.35E-02	7.93E-02	1.14E-01
TCGA-S3-AA0Z-01	0.00E+00	3.33E-02	3.33E-02	3.33E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.67E-02	1.21E-01	2.01E-01	7.35E-02	1.55E-01
TCGA-S3-AA10-01	7.35E-02	1.36E-01	7.93E-02	7.35E-02	1.24E-01	1.00E-01	0.00E+00	2.00E-01	4.82E-01	1.95E-01	2.27E-01	5.47E-01	1.21E-01
TCGA-S3-AA11-01	1.04E-01	0.00E+00	2.33E-01	1.04E-01	0.00E+00	4.63E-02	3.33E-02	1.45E-01	1.09E-01	2.25E-01	2.63E-01	1.41E-01	2.78E-01
TCGA-S3-AA12-01	3.33E-02	3.33E-02	2.01E-01	0.00E+00	3.33E-02	1.41E-01	9.26E-02	6.67E-02	1.68E-01	2.70E-01	2.60E-01	2.21E-01	2.17E-01
TCGA-S3-AA14-01	0.00E+00	0.00E+00	6.92E-02	3.33E-02	0.00E+00	3.33E-02	0.00E+00	0.00E+00	4.63E-02	7.85E-02	3.33E-02	6.92E-02	8.21E-02
TCGA-S3-AA15-01	7.35E-02	0.00E+00	9.26E-02	9.26E-02	9.69E-02	4.63E-02	0.00E+00	1.35E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-S3-AA17-01	0.00E+00	0.00E+00	0.00E+00	6.67E-02	1.64E-01	1.60E-01	0.00E+00	2.18E-01	4.02E-01	1.36E-01	2.70E-01	4.52E-01	1.04E-01
TCGA-UL-AAZ6-01	0.00E+00	7.35E-02	1.24E-01	7.35E-02	0.00E+00	1.04E-01	0.00E+00	1.44E-01	1.90E-01	2.74E-01	2.42E-01	9.51E-02	1.41E-01
TCGA-UU-A93S-01	6.67E-02	0.00E+00	1.61E-01	0.00E+00	0.00E+00	7.35E-02	3.30E-01	1.96E-01	1.84E-01	2.00E-01	1.96E-01	2.41E-01	3.34E-01
TCGA-V7-A7HQ-01	4.63E-02	0.00E+00	1.01E-01	6.67E-02	0.00E+00	1.55E-01	0.00E+00	0.00E+00	7.35E-02	1.21E-01	1.30E-01	1.33E-01	1.64E-01
TCGA-W8-A86G-01	0.00E+00	0.00E+00	1.01E-01	3.33E-02	0.00E+00	7.35E-02	3.33E-02	0.00E+00	9.69E-02	1.33E-01	4.63E-02	1.33E-01	1.33E-01
TCGA-WT-AB41-01	0.00E+00	0.00E+00	7.35E-02	3.33E-02	0.00E+00	3.33E-02	0.00E+00	0.00E+00	1.41E-01	1.40E-01	6.67E-02	1.62E-01	8.84E-02
TCGA-WT-AB44-01	4.63E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.57E-02	0.00E+00	1.45E-01	2.15E-01	1.64E-01	1.71E-01	1.71E-01	1.57E-01
TCGA-XX-A899-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
TCGA-XX-A89A-01	4.63E-02	0.00E+00	1.63E-01	6.67E-02	3.33E-02	3.33E-02	6.67E-02	3.33E-02	1.97E-01	7.93E-02	1.26E-01	1.82E-01	1.64E-01
TCGA-Z7-A8R5-01	0.00E+00	0.00E+00	7.93E-02	4.63E-02	1.18E-01	0.00E+00	6.67E-02	3.33E-02	7.93E-02	1.09E-01	4.63E-02	7.93E-02	7.85E-02
TCGA-Z7-A8R6-01	0.00E+00	3.33E-02	0.00E+00	1.00E-01	1.91E-01	0.00E+00	2.22E-01	0.00E+00	2.53E-01	2.02E-01	1.70E-01	1.70E-01	1.96E-01
