Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N
TCGA-E9-A243-01	4	7	8	0	5	10	0	15	11	22	7	0	0	0
TCGA-E9-A244-01	4	4	0	13	0	0	0	22	20	27	0	0	31	0
TCGA-E9-A245-01	0	0	0	0	2	0	2	4	0	0	0	0	15	0
TCGA-E9-A247-01	0	0	0	24	0	0	3	0	12	8	0	0	0	0
TCGA-E9-A248-01	5	2	0	12	0	0	0	0	6	0	3	0	0	0
TCGA-E9-A249-01	1	0	0	9	0	0	3	5	7	0	0	0	0	0
TCGA-E9-A24A-01	0	0	0	6	0	0	4	0	0	0	0	0	12	0
TCGA-E9-A295-01	0	0	0	20	5	0	7	26	0	0	0	0	51	0
TCGA-E9-A2JS-01	3	0	0	33	0	0	11	0	0	0	0	22	20	0
TCGA-E9-A2JT-01	12	6	10	0	0	0	0	0	0	0	0	0	0	0
TCGA-E9-A3HO-01	3	6	0	0	0	0	3	10	9	15	6	20	0	0
TCGA-E9-A3QA-01	7	8	9	0	0	0	3	0	0	13	4	0	0	18
TCGA-E9-A3X8-01	0	5	0	8	3	0	0	0	0	0	5	16	0	0
TCGA-E9-A54Y-01	10	0	7	17	11	0	3	0	0	0	0	0	10	0
TCGA-E9-A5FK-01	1	2	0	6	0	0	0	5	7	0	6	0	0	12
TCGA-E9-A5FL-01	6	11	10	7	0	0	9	0	18	17	0	0	19	36
TCGA-E9-A5UO-01	0	0	2	10	2	0	0	0	6	0	0	9	0	9
TCGA-E9-A6HE-01	0	0	0	9	4	0	3	0	6	0	0	0	0	0
TCGA-EW-A1IW-01	36	18	7	19	9	0	0	0	0	0	0	0	17	21
TCGA-EW-A1IX-01	9	8	8	0	5	0	0	0	7	0	5	0	0	0
TCGA-EW-A1IY-01	7	0	4	0	7	4	11	0	0	0	5	0	0	0
TCGA-EW-A1IZ-01	0	0	0	97	0	95	43	69	131	0	0	0	0	0
TCGA-EW-A1J1-01	0	0	0	9	0	0	4	0	0	7	3	0	0	0
TCGA-EW-A1J3-01	0	0	0	6	8	4	0	0	0	0	0	12	0	0
TCGA-EW-A1J5-01	172	119	94	0	103	0	29	0	0	0	23	0	0	0
TCGA-EW-A1J6-01	2	0	0	6	0	0	0	13	0	0	0	16	7	0
TCGA-EW-A1OV-01	49	26	11	0	26	0	13	15	0	0	0	0	0	0
TCGA-EW-A1OX-01	2	4	0	3	5	0	0	0	7	0	0	0	0	0
TCGA-EW-A1OZ-01	6	5	0	29	0	0	5	0	0	0	13	18	0	0
TCGA-EW-A1P0-01	0	0	2	0	0	4	2	6	4	0	0	10	0	0
TCGA-EW-A1P1-01	0	0	0	0	0	0	0	3	0	0	0	0	0	0
TCGA-EW-A1P3-01	1	0	0	7	3	0	0	0	0	0	0	7	0	10
TCGA-EW-A1P4-01	0	8	0	0	0	0	6	17	15	13	0	0	0	18
TCGA-EW-A1P5-01	0	1	0	10	0	0	0	0	5	0	0	0	4	0
TCGA-EW-A1P6-01	0	0	0	3	3	0	0	9	0	0	0	0	0	11
TCGA-EW-A1P7-01	0	0	0	0	0	0	0	0	8	11	0	0	0	0
TCGA-EW-A1P8-01	0	0	0	5	0	0	3	0	9	15	7	0	0	0
TCGA-EW-A1PA-01	0	4	0	6	4	0	10	0	0	14	3	0	0	0
TCGA-EW-A1PB-01	18	42	22	0	24	0	0	11	0	34	10	0	21	0
TCGA-EW-A1PD-01	6	9	6	0	0	0	0	0	19	30	23	0	0	0
TCGA-EW-A1PE-01	5	0	0	6	0	0	3	0	11	8	5	0	0	0
TCGA-EW-A1PG-01	0	0	0	2	2	3	4	0	0	0	0	0	0	0
TCGA-EW-A1PH-01	2	0	6	18	0	7	8	0	0	12	9	0	0	0
TCGA-EW-A2FR-01	4	8	0	11	5	0	0	0	0	0	10	0	0	16
TCGA-EW-A2FS-01	0	0	0	12	0	12	0	10	0	0	11	0	0	0
TCGA-EW-A2FV-01	1	0	0	0	0	0	8	8	0	0	4	0	0	11
TCGA-EW-A2FW-01	3	0	0	14	0	0	0	0	0	0	2	0	7	0
TCGA-EW-A423-01	8	11	0	23	8	0	0	0	0	0	14	0	0	24
TCGA-EW-A6S9-01	3	0	0	8	0	0	3	4	5	0	0	0	8	0
TCGA-EW-A6SA-01	8	8	0	9	0	0	12	19	31	0	18	0	18	0
TCGA-EW-A6SB-01	0	6	0	15	4	12	10	0	0	13	6	0	0	15
TCGA-EW-A6SC-01	6	0	0	0	0	6	0	6	16	0	5	0	0	0
TCGA-EW-A6SD-01	16	9	10	12	4	11	0	0	0	0	6	0	0	0
TCGA-GI-A2C8-01	8	12	7	20	0	0	0	0	16	36	0	27	22	0
TCGA-GM-A2D9-01	185	117	121	0	143	0	29	0	0	0	50	0	0	0
TCGA-GM-A2DA-01	2	7	0	3	3	0	7	17	6	0	0	0	0	0
TCGA-GM-A2DB-01	0	5	6	12	7	0	6	23	0	0	6	0	25	38
TCGA-GM-A2DC-01	0	0	0	11	0	0	0	5	0	0	0	11	0	0
TCGA-GM-A2DD-01	3	4	0	7	0	9	5	0	16	19	5	0	0	0
TCGA-GM-A2DF-01	0	3	4	12	4	0	4	7	0	0	0	19	0	0
TCGA-GM-A2DH-01	28	45	44	0	12	0	13	14	17	0	0	59	0	0
TCGA-GM-A2DI-01	22	19	11	0	7	0	13	7	0	0	12	0	0	0
TCGA-GM-A2DK-01	3	0	0	7	4	7	5	0	0	0	0	0	0	11
TCGA-GM-A2DL-01	5	3	0	6	2	0	4	4	0	0	7	0	18	0
TCGA-GM-A2DM-01	2	0	0	0	3	4	3	0	0	0	0	0	6	9
TCGA-GM-A2DN-01	1	0	0	4	1	0	0	0	0	0	4	0	0	9
TCGA-GM-A2DO-01	55	48	37	0	46	0	34	0	0	0	0	0	0	0
TCGA-GM-A3NW-01	14	14	21	16	12	0	4	0	0	0	14	0	0	0
TCGA-GM-A3XL-01	8	23	16	9	7	0	6	0	0	36	0	0	0	39
TCGA-GM-A4E0-01	0	0	0	7	2	0	5	9	0	0	0	0	0	11
TCGA-GM-A5PV-01	5	0	2	0	2	5	4	9	0	7	3	0	0	10
TCGA-GM-A5PX-01	5	4	0	9	0	6	4	0	0	0	0	14	0	0
TCGA-HN-A2NL-01	3	7	0	5	0	11	0	21	0	0	9	17	18	0
TCGA-HN-A2OB-01	2	0	2	0	0	0	1	9	5	0	0	0	0	0
TCGA-JL-A3YX-01	13	3	4	11	6	0	0	0	9	0	3	0	0	0
TCGA-LD-A66U-01	2	0	0	10	0	0	0	0	23	0	0	0	9	0
TCGA-LD-A74U-01	101	41	73	19	61	0	24	0	0	0	33	0	0	0
TCGA-LD-A7W5-01	7	4	6	10	3	0	6	13	16	0	0	0	0	0
TCGA-LD-A7W6-01	0	0	3	6	4	0	0	17	10	0	6	0	0	0
TCGA-LD-A9QF-01	1	2	0	9	0	0	5	17	0	0	5	0	0	0
TCGA-LL-A440-01	1	0	0	2	0	0	1	0	0	0	0	2	0	0
TCGA-LL-A50Y-01	1	0	0	7	5	6	0	15	0	0	0	0	0	9
TCGA-LL-A5YL-01	16	6	8	12	17	0	18	10	0	0	6	0	0	0
TCGA-LL-A5YM-01	0	3	0	6	6	0	0	7	10	0	8	0	0	0
TCGA-LL-A5YN-01	0	0	0	8	0	6	5	5	0	0	7	12	0	0
TCGA-LL-A5YO-01	3	7	8	0	0	0	0	0	12	15	5	0	0	11
TCGA-LL-A5YP-01	5	3	8	0	4	0	0	6	20	15	10	19	15	0
TCGA-LL-A6FP-01	9	4	0	4	4	0	10	0	15	0	14	15	0	0
TCGA-LL-A6FQ-01	3	0	0	27	3	8	4	0	0	0	9	15	0	0
TCGA-LL-A6FR-01	0	0	0	7	0	8	7	19	0	18	4	0	0	0
TCGA-LL-A73Y-01	27	50	58	0	16	0	20	0	22	0	0	0	0	0
TCGA-LL-A73Z-01	0	0	0	8	4	0	0	9	9	0	0	0	0	18
TCGA-LL-A740-01	4	0	0	13	3	8	0	0	11	0	11	18	0	0
TCGA-LL-A7SZ-01	6	0	0	11	4	9	14	14	17	0	0	0	0	0
TCGA-LL-A7T0-01	6	6	0	18	7	0	10	16	14	0	0	0	0	0
TCGA-LL-A8F5-01	1	7	15	8	14	20	4	20	4	37	6	28	6	30
TCGA-LL-A9Q3-01	7	0	0	17	3	0	8	0	9	0	0	0	0	24
TCGA-OK-A5Q2-01	4	2	0	4	0	0	15	18	0	0	0	0	0	0
TCGA-OL-A5D6-01	4	0	0	4	3	0	7	21	0	0	7	0	0	11
TCGA-OL-A5D7-01	5	5	6	14	3	0	0	0	0	22	5	0	0	20
TCGA-OL-A5D8-01	3	2	0	14	0	6	0	0	0	0	0	14	0	0
TCGA-OL-A5DA-01	21	23	15	10	10	0	25	0	0	0	10	0	0	0
TCGA-OL-A5RU-01	0	0	0	16	0	0	0	0	5	0	14	0	0	11
TCGA-OL-A5RV-01	0	0	0	2	0	0	1	11	3	0	0	0	0	0
TCGA-OL-A5RW-01	26	48	44	0	22	0	11	0	31	46	0	25	0	0
TCGA-OL-A5RX-01	1	2	0	10	0	0	5	0	6	0	0	0	0	11
TCGA-OL-A5RY-01	1	2	0	4	0	0	0	0	6	0	0	0	0	0
TCGA-OL-A5RZ-01	10	9	0	45	0	0	13	0	0	0	15	35	25	0
TCGA-OL-A5S0-01	3	0	3	15	4	0	5	7	7	0	0	0	0	0
TCGA-OL-A66H-01	0	0	0	5	2	0	0	0	7	10	3	0	0	0
TCGA-OL-A66I-01	0	3	0	8	3	0	4	12	0	11	15	0	0	0
TCGA-OL-A66J-01	5	0	5	13	7	10	0	15	0	0	0	13	0	0
TCGA-OL-A66K-01	0	0	0	16	5	0	0	0	12	0	4	0	0	10
TCGA-OL-A66L-01	29	17	8	12	19	0	9	0	0	0	0	0	0	0
TCGA-OL-A66N-01	0	0	0	16	0	0	6	18	10	0	8	0	0	0
TCGA-OL-A66O-01	2	0	0	10	0	0	0	14	0	0	0	12	0	0
TCGA-OL-A66P-01	0	0	0	10	6	0	10	0	14	0	0	0	39	44
TCGA-OL-A6VO-01	1	0	2	14	0	0	0	0	0	0	5	0	6	10
TCGA-OL-A6VQ-01	23	12	7	11	11	0	7	0	11	0	0	0	0	0
TCGA-OL-A6VR-01	1	0	0	3	0	0	1	0	12	0	0	0	0	0
TCGA-OL-A97C-01	0	0	0	10	0	0	0	0	23	0	10	0	0	27
TCGA-PE-A5DC-01	8	4	10	16	10	13	4	8	6	35	7	20	7	6
TCGA-PE-A5DD-01	15	9	9	15	16	0	7	0	0	0	0	14	0	0
TCGA-PE-A5DE-01	204	98	121	0	130	0	94	0	0	0	42	0	0	0
TCGA-PL-A8LV-01	11	7	30	6	7	14	2	11	3	19	9	11	20	5
TCGA-PL-A8LX-01	0	0	0	8	0	0	0	8	22	11	0	0	0	0
TCGA-PL-A8LY-01	0	0	0	0	0	2	0	3	2	0	0	0	0	0
TCGA-PL-A8LZ-01	8	0	0	8	15	0	8	0	13	17	11	37	19	0
TCGA-S3-A6ZF-01	3	4	0	25	0	0	0	0	0	0	0	20	0	0
TCGA-S3-A6ZG-01	0	0	0	8	5	0	16	13	0	0	0	0	0	18
TCGA-S3-A6ZH-01	0	0	0	11	6	0	7	0	10	11	0	0	0	0
TCGA-S3-AA0Z-01	10	7	0	20	0	0	0	0	0	0	0	23	17	0
TCGA-S3-AA10-01	7	10	7	0	6	0	0	13	18	51	12	26	0	0
TCGA-S3-AA11-01	0	0	0	0	5	0	8	0	22	0	13	0	28	20
TCGA-S3-AA12-01	3	3	0	9	4	0	4	11	0	0	0	26	0	0
TCGA-S3-AA14-01	2	3	0	8	1	0	0	6	0	4	0	0	0	0
TCGA-S3-AA15-01	10	10	17	6	11	0	6	0	0	0	0	0	0	0
TCGA-S3-AA17-01	6	8	7	0	0	0	11	17	21	23	0	0	0	48
TCGA-UL-AAZ6-01	8	12	0	0	0	0	7	19	38	0	9	0	22	25
TCGA-UU-A93S-01	5	6	10	22	14	0	0	0	27	30	9	37	36	0
TCGA-V7-A7HQ-01	2	0	5	8	0	0	0	0	0	0	0	16	0	0
TCGA-W8-A86G-01	1	1	0	0	2	0	0	20	11	0	0	0	0	0
TCGA-WT-AB41-01	16	0	0	4	7	0	5	14	11	0	5	0	0	0
TCGA-WT-AB44-01	0	0	0	17	4	0	0	0	12	0	0	0	11	16
TCGA-XX-A899-01	14	8	0	0	8	0	15	8	0	0	7	0	0	0
TCGA-XX-A89A-01	41	59	80	12	20	0	22	0	0	0	31	0	0	0
TCGA-Z7-A8R5-01	0	0	0	20	0	0	0	14	0	0	0	0	0	0
TCGA-Z7-A8R6-01	25	14	9	11	12	0	12	0	17	0	7	0	0	0
