Sample Names	MutationType	DBS1	DBS2	DBS4	DBS6	DBS10	DBS11	DBS13	DBS17	DBS18	DBS78I	DBS78K	DBS78L
PD3890a_non-exome	TC>CT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.45139853340022e-05	0.999915486014666
PD3890a_non-exome	TC>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18730638885922804	0.812693611140772
PD3890a_non-exome	TC>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20819418506331983	0.7918058149366801
PD3890a_non-exome	TC>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49015205941694645	0.5098479405830535
PD3890a_non-exome	TG>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3739185639862923	0.6260814360137077
PD3890a_non-exome	TG>AC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25708684149721134	0.7429131585027887
PD3890a_non-exome	TG>AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7086460459936251	0.2913539540063748
PD3890a_non-exome	TG>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.935511764239735	0.064488235760265
PD3890a_non-exome	TG>CC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00040594005221921125	0.9995940599477808
PD3890a_non-exome	TG>CT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8413879532622678	0.1586120467377322
PD3890a_non-exome	TG>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27049639001333015	0.7295036099866699
PD3890a_non-exome	TG>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31356448964117023	0.6864355103588299
PD3890a_non-exome	TG>GT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9997525202757114	0.00024747972428868675
PD3890a_non-exome	TT>AA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2751074608569901	0.7248925391430099
PD3890a_non-exome	TT>AC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2620695904758095	0.7379304095241905
PD3890a_non-exome	TT>AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012534734376405917	0.999874652656236
PD3890a_non-exome	TT>CA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2057729045954246	0.7942270954045754
PD3890a_non-exome	TT>CC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23327857806202046	0.7667214219379795
PD3890a_non-exome	TT>CG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23110520772159227	0.7688947922784077
PD3890a_non-exome	TT>GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2476979641325156	0.7523020358674845
PD3890a_non-exome	TT>GC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25222588573865046	0.7477741142613495
PD3890a_non-exome	TT>GG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3178269669940076	0.6821730330059924
PD3904a_non-exome	AC>CA	0.0	0.050958876697756984	0.26551721479749296	0.23451743440806827	0.0	0.0	0.4490064740966819	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>CG	0.0	0.1388544980586394	0.10224061018680297	0.41389436493971593	0.0	0.0	0.3450105268148417	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>CT	0.0	0.027129562977493377	8.428369979457995e-16	0.0334370759816667	0.0	0.0	0.9394333610408391	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>GA	0.0	0.019613252466165063	0.17139501949004454	0.4594453778012459	0.0	0.0	0.3495463502425444	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>GG	0.0	1.8076618239825386e-15	1.4300137549575507e-15	0.02917763550285552	0.0	0.0	0.9708223644971412	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>GT	0.0	0.03914049159107803	7.366069810417242e-07	0.01193951128820027	0.0	0.0	0.9489192605137408	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>TA	0.0	0.11785298604256768	0.04760216441542079	0.5204097061722524	0.0	0.0	0.3141351433697592	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>TG	0.0	0.000925133558242668	0.0036348199735616476	0.04226980748425861	0.0	0.0	0.953170238983937	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AC>TT	0.0	0.10027168239534665	0.002602343738737853	0.07065901178027383	0.0	0.0	0.8264669620856416	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AT>CA	0.0	0.005416424876032902	0.06179485013470512	0.010572092640386763	0.0	0.0	0.9222166323488752	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AT>CC	0.0	2.6341747705287706e-15	2.0808828769870383e-15	0.026118795968467664	0.0	0.0	0.9738812040315276	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AT>CG	0.0	8.795285359785494e-13	9.389578163754638e-13	0.24838709677374182	0.0	0.0	0.7516129032244396	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AT>GA	0.0	0.036274769750275805	0.032929316941056476	0.2263363931708328	0.0	0.0	0.704459520137835	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AT>GC	0.0	0.012073242150510899	0.01709313720253328	0.022968903115904094	0.0	0.0	0.9478647175310517	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	AT>TA	0.0	0.022790979496175548	0.10610591041071468	0.0708378144126671	0.0	0.0	0.8002652956804426	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CC>AA	0.0	0.9999989165450845	4.548918523279277e-18	7.416361806703536e-18	0.0	0.0	1.083454915419625e-06	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CC>AG	0.0	0.5463824755673252	0.01923551928334972	0.29997557945486975	0.0	0.0	0.13440642569445538	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CC>AT	0.0	0.5751937417238572	0.042506737142172145	0.0016301715612211183	0.0	0.0	0.38066934957274945	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CC>GA	0.0	0.41787125869756986	0.039449507726091106	0.5423037982826153	0.0	0.0	0.00037543529372365567	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CC>GG	0.0	0.03365067712025743	0.0025683460861831574	0.8758004521045543	0.0	0.0	0.08798052468900516	0.0	0.0	0.0	0.0	0.0
